"provider_id","provider_name","npi","dea","specialty_concept_id","care_site_id","year_of_birth","gender_concept_id","provider_source_value","specialty_source_value","specialty_source_concept_id","gender_source_value","gender_source_concept_id"
188,Sebastian508 Rowe323,,,38004446,,,8507,a8a6bf0d-ec4d-335a-afcf-8bf276d102dd,GENERAL PRACTICE,38004446,M,8507
189,Parker433 Bailey598,,,38004446,,,8507,dcb063a0-9827-3f6a-a293-48f7781bb7a4,GENERAL PRACTICE,38004446,M,8507
190,Mozell819 Prohaska837,,,38004446,,,8532,"48b9191e-9ba5-3c23-8864-2640360324e1",GENERAL PRACTICE,38004446,F,8532
191,Caroll955 Rowe323,,,38004446,,,8532,"1010a449-82a2-3bdd-8fc1-0d0e4530910d",GENERAL PRACTICE,38004446,F,8532
192,Annmarie79 Barton704,,,38004446,,,8532,"32060b79-ed0e-335b-ac0b-89af60acfa7b",GENERAL PRACTICE,38004446,F,8532
193,Joaquín233 Rodrígez614,,,38004446,,,8507,"3382e38b-eaa8-3045-b2af-367b676c7c81",GENERAL PRACTICE,38004446,M,8507
194,Christie481 Roberts511,,,38004446,,,8532,"10fd6cda-38be-3699-ad49-8787c28b95e2",GENERAL PRACTICE,38004446,F,8532
195,Eveline832 Jerde200,,,38004446,,,8532,"311a3882-a358-3e74-b5c7-8a55bd6cca09",GENERAL PRACTICE,38004446,F,8532
196,Phuong301 Wisozk929,,,38004446,,,8532,e2c9b89d-c332-3fc7-8054-9770d18406f3,GENERAL PRACTICE,38004446,F,8532
197,Lynn917 Cassin499,,,38004446,,,8532,"8b470d24-2018-3867-b3e5-b7bac34a427d",GENERAL PRACTICE,38004446,F,8532
198,Patricio639 Lucero848,,,38004446,,,8507,"2dd10fe7-031b-3abf-88ee-ec8dd022c152",GENERAL PRACTICE,38004446,M,8507
199,Armando772 Suárez24,,,38004446,,,8507,"8c9916a3-c8af-3b0b-ae75-f23fa324d356",GENERAL PRACTICE,38004446,M,8507
200,Mireya881 Gerhold939,,,38004446,,,8532,"62d5b643-e9e7-3e98-a9a6-a6ef008605b2",GENERAL PRACTICE,38004446,F,8532
201,Manuela585 Rippin620,,,38004446,,,8532,"6d4ce7da-ff6b-38f8-8729-c43e623f2f5e",GENERAL PRACTICE,38004446,F,8532
202,Jim478 Boyer713,,,38004446,,,8507,a1e8d731-2625-301f-b619-a78cb83baaf2,GENERAL PRACTICE,38004446,M,8507
203,Dudley365 Pfannerstill264,,,38004446,,,8507,"0a51a406-0de4-3993-aced-65a4cc592ecd",GENERAL PRACTICE,38004446,M,8507
204,Temeka297 Huels583,,,38004446,,,8532,"3ad18781-085d-3936-8495-d86c469ad7cd",GENERAL PRACTICE,38004446,F,8532
205,Ambrose149 Feeney44,,,38004446,,,8507,"19d5294f-abdf-33fb-8934-c19023c5cecb",GENERAL PRACTICE,38004446,M,8507
206,Myrtice99 Willms744,,,38004446,,,8532,"9d430d67-cc22-3cf3-8318-8f155b6d33eb",GENERAL PRACTICE,38004446,F,8532
207,Randy380 Bergstrom287,,,38004446,,,8532,adf54e84-5140-3497-a889-eed7056209ba,GENERAL PRACTICE,38004446,F,8532
208,Charley358 Zboncak558,,,38004446,,,8507,"130e428f-a6be-397f-8e98-5e58f4bf844d",GENERAL PRACTICE,38004446,M,8507
209,Jared66 Prosacco716,,,38004446,,,8507,"1fdec60d-e315-3c04-b1a5-53a650781b4e",GENERAL PRACTICE,38004446,M,8507
210,Annalee788 Pfeffer420,,,38004446,,,8532,a9131b64-05dd-3aed-9533-1df75d0fe543,GENERAL PRACTICE,38004446,F,8532
211,Cherish740 Toy286,,,38004446,,,8532,"94859966-379f-30a1-9209-2f7f00bc7675",GENERAL PRACTICE,38004446,F,8532
212,Althea11 Ankunding277,,,38004446,,,8532,ef72195d-2d27-3b38-89cb-bf29de21db92,GENERAL PRACTICE,38004446,F,8532
213,Haywood675 Strosin214,,,38004446,,,8507,"940246e4-f6df-3ddb-a324-d9288891d065",GENERAL PRACTICE,38004446,M,8507
214,Fredrick998 Harvey63,,,38004446,,,8507,"8400b80a-f808-3b9d-b70f-e6fcf8fed86d",GENERAL PRACTICE,38004446,M,8507
215,Kory651 Trantow673,,,38004446,,,8507,fc81fcf0-7c4e-3cb3-a6b1-1a9f82b3fdd2,GENERAL PRACTICE,38004446,M,8507
216,Cindie288 Zulauf375,,,38004446,,,8532,"153fd2a9-b6a6-3ec7-9ba0-ef12d5e718aa",GENERAL PRACTICE,38004446,F,8532
217,Malia984 Gutkowski940,,,38004446,,,8532,"080ad3b7-7fb3-359d-8353-af3ac561ed60",GENERAL PRACTICE,38004446,F,8532
218,Jude172 Reynolds644,,,38004446,,,8507,"88953af6-c8e6-3e01-8e14-2986a2ef0ff3",GENERAL PRACTICE,38004446,M,8507
219,Agustin437 Wehner319,,,38004446,,,8507,"2330929b-d401-378d-b218-49f100d06914",GENERAL PRACTICE,38004446,M,8507
220,Azalee124 Smitham825,,,38004446,,,8532,fca2d7a4-589f-3cc7-a1e5-94202cee222d,GENERAL PRACTICE,38004446,F,8532
221,Dane516 Crona259,,,38004446,,,8507,ca2cb992-634c-3645-8379-4c17770b1a68,GENERAL PRACTICE,38004446,M,8507
222,Elena945 Lozada73,,,38004446,,,8532,"777dc43f-dc03-3c97-97eb-76ae9ae69b8a",GENERAL PRACTICE,38004446,F,8532
223,Federico589 Schumm995,,,38004446,,,8507,"5f8595a6-a980-384a-8030-b7cc81c13039",GENERAL PRACTICE,38004446,M,8507
224,Madge238 Williamson769,,,38004446,,,8532,"6d8c0737-7133-3218-9a75-c89def5e703f",GENERAL PRACTICE,38004446,F,8532
225,Reynaldo722 Farrell962,,,38004446,,,8507,"2288bf0a-8af6-3861-9fc8-b24fe88a9dbe",GENERAL PRACTICE,38004446,M,8507
226,Laurena366 Anderson154,,,38004446,,,8532,de6eaafb-c0d5-378f-807c-92a665cd15d7,GENERAL PRACTICE,38004446,F,8532
227,Nola814 Hoppe518,,,38004446,,,8532,"27e6be5b-baf6-3bfb-a760-be04f093e2c3",GENERAL PRACTICE,38004446,F,8532
228,Barrett790 Wolf938,,,38004446,,,8507,"41a7fe34-7f0c-321c-9821-37b8e9e04ecc",GENERAL PRACTICE,38004446,M,8507
229,Edwina60 Gerhold939,,,38004446,,,8532,"1935d972-fecd-3418-a1e3-e9c429148d09",GENERAL PRACTICE,38004446,F,8532
230,Milly429 Abernathy524,,,38004446,,,8532,"4980068e-3284-3d33-a28a-f9a6011f17b8",GENERAL PRACTICE,38004446,F,8532
231,Mathilde204 Wintheiser220,,,38004446,,,8532,ecffe586-21f5-348f-92d5-b1b3716cd815,GENERAL PRACTICE,38004446,F,8532
232,Ricky354 Renner328,,,38004446,,,8507,"02bf8b12-59c8-3c5e-902f-d851ced8e554",GENERAL PRACTICE,38004446,M,8507
233,Fabian647 Greenholt190,,,38004446,,,8507,b8ed2c12-ffa1-3f4a-bf8b-8a72e726f0bb,GENERAL PRACTICE,38004446,M,8507
234,Keira502 Koelpin146,,,38004446,,,8532,d4d73fb7-4eb5-3cc4-a881-d68f23f652fb,GENERAL PRACTICE,38004446,F,8532
235,Clyde817 Konopelski743,,,38004446,,,8532,"47e9f876-9205-3c36-8a47-ea276410ebf0",GENERAL PRACTICE,38004446,F,8532
236,Deloris888 Lockman863,,,38004446,,,8532,"4ae7b167-aa3a-3fed-a8bc-2841f9406a0a",GENERAL PRACTICE,38004446,F,8532
237,Adalberto916 Brown30,,,38004446,,,8507,"48b0240d-9895-3ca7-9795-857d7bbb53a2",GENERAL PRACTICE,38004446,M,8507
238,Sallie654 Jast432,,,38004446,,,8532,"464bee93-4607-39f1-a720-65e389df9b11",GENERAL PRACTICE,38004446,F,8532
239,Emilio417 Barton704,,,38004446,,,8507,e2cb2e60-4dfc-3697-a174-7778e4475f4e,GENERAL PRACTICE,38004446,M,8507
240,Tyson541 Kertzmann286,,,38004446,,,8507,"2cb76791-7647-3ec3-9c9d-2103320dae17",GENERAL PRACTICE,38004446,M,8507
241,Delois358 Langosh790,,,38004446,,,8532,"0c85ae55-54fb-3b56-b412-92c575932e6d",GENERAL PRACTICE,38004446,F,8532
242,Carlene772 Nolan344,,,38004446,,,8532,f36459e8-50a8-3579-8e97-26a813b5d3ac,GENERAL PRACTICE,38004446,F,8532
243,Earleen680 Jones311,,,38004446,,,8532,"63e2bb91-2148-3141-bed0-909d44ac0f4b",GENERAL PRACTICE,38004446,F,8532
244,Bonita405 Boyer713,,,38004446,,,8532,a19a02d5-48ca-398d-9870-747bdee552d1,GENERAL PRACTICE,38004446,F,8532
245,Jeane173 Harber290,,,38004446,,,8532,"08a58eaf-af56-3ab4-99cf-46fa979b0f1b",GENERAL PRACTICE,38004446,F,8532
246,Corazon138 Bogan287,,,38004446,,,8532,"444b7833-ec73-3da3-ba72-38b8f062c731",GENERAL PRACTICE,38004446,F,8532
247,Robbie31 Windler79,,,38004446,,,8507,"75abd2d2-9481-36c4-9a18-5383b8dfe29e",GENERAL PRACTICE,38004446,M,8507
248,Andrew29 Miller503,,,38004446,,,8532,c5c3ada1-459e-34c0-9c5e-dcf064475d5c,GENERAL PRACTICE,38004446,F,8532
249,Margrett284 Davis923,,,38004446,,,8532,"32a7631c-096c-319b-ae5e-aa28ee55419b",GENERAL PRACTICE,38004446,F,8532
250,Mariana775 Alemán808,,,38004446,,,8532,f9000013-0847-3217-8d17-31ce43de48a8,GENERAL PRACTICE,38004446,F,8532
251,Elayne206 Denesik803,,,38004446,,,8532,"204006b3-de94-3744-babe-a87c4da8ca36",GENERAL PRACTICE,38004446,F,8532
252,Royce974 Hackett68,,,38004446,,,8507,"6d3e826b-93f5-31ed-b280-a891935e76fd",GENERAL PRACTICE,38004446,M,8507
253,Raphael767 Thompson596,,,38004446,,,8507,"0b153db0-457c-35bc-914e-ddfe0d7eef5e",GENERAL PRACTICE,38004446,M,8507
254,Shon148 Reinger292,,,38004446,,,8507,"46bd53a3-a8f9-3003-9ea1-430aee6e5324",GENERAL PRACTICE,38004446,M,8507
255,Inell560 Lebsack687,,,38004446,,,8532,c7bcf523-703b-34b2-9b88-ea162c55e1dd,GENERAL PRACTICE,38004446,F,8532
256,Graham902 Mayert710,,,38004446,,,8507,fb75823b-4493-31c0-8851-38e41ef4fd32,GENERAL PRACTICE,38004446,M,8507
257,Alan320 West559,,,38004446,,,8507,"4d05a434-e6f2-34b7-b91a-1aeeaa2ed9e7",GENERAL PRACTICE,38004446,M,8507
258,Lindsay928 Leffler128,,,38004446,,,8507,"9c2159ef-8a9e-3fe8-830f-bc7411648230",GENERAL PRACTICE,38004446,M,8507
259,Julio255 Rico947,,,38004446,,,8507,"64c539c4-bcb9-3907-866a-6d126a5c27b7",GENERAL PRACTICE,38004446,M,8507
260,Thomasena108 Gutmann970,,,38004446,,,8532,e8ff42c5-f1e6-3379-9e86-070a0e4ac024,GENERAL PRACTICE,38004446,F,8532
261,Tuyet839 Braun514,,,38004446,,,8532,fed301af-38ed-3f2d-baa0-c5b797a414e6,GENERAL PRACTICE,38004446,F,8532
262,Elvira561 Raya927,,,38004446,,,8532,c8aa6086-189c-3ad2-819e-5f8572f80c93,GENERAL PRACTICE,38004446,F,8532
263,María Eugenia578 Godoy454,,,38004446,,,8532,ed257eb1-f3cf-3ac6-9f1a-b2496ced5dab,GENERAL PRACTICE,38004446,F,8532
264,Ester635 Reyes140,,,38004446,,,8532,"705dad64-4e62-3126-bcfc-995c6dbff8a8",GENERAL PRACTICE,38004446,F,8532
265,Artie871 Hodkiewicz467,,,38004446,,,8532,cd0fcd11-036d-31aa-990e-bbc7644d6846,GENERAL PRACTICE,38004446,F,8532
266,Akiko835 Hodkiewicz467,,,38004446,,,8532,"24340074-f956-3acd-843f-838bc2258e60",GENERAL PRACTICE,38004446,F,8532
267,Alissa315 Braun514,,,38004446,,,8532,ab750587-9cfa-39be-8d67-395bd6d5f969,GENERAL PRACTICE,38004446,F,8532
268,Cathleen724 Howe413,,,38004446,,,8532,cfa98bba-839d-3ddc-9c1a-03fd15a43fa9,GENERAL PRACTICE,38004446,F,8532
269,Warren653 O'Keefe54,,,38004446,,,8507,"02a9eb45-12b2-35dd-bc9c-30670b9ea0f6",GENERAL PRACTICE,38004446,M,8507
270,Adelaide981 Leuschke194,,,38004446,,,8532,"7a063963-3291-3ecd-93c3-0300d119c137",GENERAL PRACTICE,38004446,F,8532
271,Dustin31 Mayert710,,,38004446,,,8507,"962926f0-fb84-3a0c-8fbb-517a5b0fbdec",GENERAL PRACTICE,38004446,M,8507
272,Kai187 Mann644,,,38004446,,,8532,"7aa6b45a-6b0b-3ea6-a752-85786d31192c",GENERAL PRACTICE,38004446,F,8532
273,Jessie665 Pagac496,,,38004446,,,8507,"7ea5874f-64ad-3d5f-9b5b-e07bce844bd6",GENERAL PRACTICE,38004446,M,8507
274,Jacquiline133 Davis923,,,38004446,,,8532,"0ef731cf-42b4-3098-b907-2ac0a97d3c18",GENERAL PRACTICE,38004446,F,8532
275,Pablo44 Crooks415,,,38004446,,,8507,c41e728b-9689-3599-aac9-3cb6220b61e5,GENERAL PRACTICE,38004446,M,8507
276,Augusta206 Bogan287,,,38004446,,,8532,"6c464170-8282-39e8-88a2-f3d4d63e67f6",GENERAL PRACTICE,38004446,F,8532
277,Randa356 Ritchie586,,,38004446,,,8532,e530312e-35dd-3fa3-aeb9-483dbeeddb7e,GENERAL PRACTICE,38004446,F,8532
278,Aurore252 Herzog843,,,38004446,,,8532,becafea1-8490-3e18-9f22-5fd5940b6d71,GENERAL PRACTICE,38004446,F,8532
279,Maurice742 Pollich983,,,38004446,,,8507,f0a1fc53-d36e-3eb2-8433-6946fec33873,GENERAL PRACTICE,38004446,M,8507
280,Carmine137 Schinner682,,,38004446,,,8507,"78712ace-0926-3acf-835c-5ce8584982e5",GENERAL PRACTICE,38004446,M,8507
281,Jay242 Schmidt332,,,38004446,,,8507,"8880b825-0e6b-30e2-8255-2193b1e0b8a5",GENERAL PRACTICE,38004446,M,8507
282,Robert854 Klein929,,,38004446,,,8507,cb192fb8-263b-3347-99e4-a36656f2bf09,GENERAL PRACTICE,38004446,M,8507
283,Patsy569 Olson653,,,38004446,,,8532,bcd9a3ae-c738-3b45-ae6e-a064e94d1d59,GENERAL PRACTICE,38004446,F,8532
284,Sharron285 Okuneva707,,,38004446,,,8532,"7f369091-7a52-3b6b-80a3-ebdb63e984f1",GENERAL PRACTICE,38004446,F,8532
285,Mertie42 Orn563,,,38004446,,,8532,"74f13784-e987-347f-a992-c1654fa3882f",GENERAL PRACTICE,38004446,F,8532
286,Belva820 Miller503,,,38004446,,,8532,d6e44cb1-a387-345a-a533-ff3abef33144,GENERAL PRACTICE,38004446,F,8532
287,Lynwood354 Tromp100,,,38004446,,,8507,"9d56c681-ca96-3128-87a3-e258668acf08",GENERAL PRACTICE,38004446,M,8507
288,Miguel815 Roberts511,,,38004446,,,8507,"18e4ed88-6e89-327e-b8b4-e573e2deed04",GENERAL PRACTICE,38004446,M,8507
289,Cruz300 Pagac496,,,38004446,,,8507,"43ec25e6-44ed-38f7-917f-8a7e9da5917e",GENERAL PRACTICE,38004446,M,8507
290,Eleanore671 Erdman779,,,38004446,,,8532,"31c8474a-9c68-3033-a51f-322dace8ae2f",GENERAL PRACTICE,38004446,F,8532
291,Jude172 Bergstrom287,,,38004446,,,8507,"1c614246-b60f-3a4c-848c-f23dd5e67464",GENERAL PRACTICE,38004446,M,8507
292,Jacques50 Quigley282,,,38004446,,,8507,ba8bfb93-8892-3165-bce8-b90f075656de,GENERAL PRACTICE,38004446,M,8507
293,Leif534 Hane680,,,38004446,,,8507,"633c5ffe-8f41-348f-b06a-b13e7882e2a0",GENERAL PRACTICE,38004446,M,8507
294,Dovie983 Welch179,,,38004446,,,8532,"37b3225a-69ae-3ed0-ac44-9a6cf3e8c91b",GENERAL PRACTICE,38004446,F,8532
295,Erwin847 Trantow673,,,38004446,,,8507,e70f9f63-4853-3708-8b1c-7d3ea109c4d8,GENERAL PRACTICE,38004446,M,8507
296,Marry53 Schiller186,,,38004446,,,8532,ac4a1a85-9b17-3333-a690-c55e0345fbaf,GENERAL PRACTICE,38004446,F,8532
297,Alexis664 Pacocha935,,,38004446,,,8507,"710ffffd-8fa1-3802-afdb-84124dfcb908",GENERAL PRACTICE,38004446,M,8507
298,Ilda728 Labadie908,,,38004446,,,8532,"05ad0ab3-b572-351c-acaf-167db5c74bb0",GENERAL PRACTICE,38004446,F,8532
299,Tonita173 Swaniawski813,,,38004446,,,8532,"77136aa3-3df6-3227-9eb7-7cb1811ecd4c",GENERAL PRACTICE,38004446,F,8532
300,Mina319 Harber290,,,38004446,,,8532,"756771e0-e3ec-3b6c-ba43-574e8d03ffda",GENERAL PRACTICE,38004446,F,8532
301,Gerardo48 Olvera69,,,38004446,,,8507,"9cb28c56-14cd-3021-a261-b10b3d507a8f",GENERAL PRACTICE,38004446,M,8507
302,Verdell500 Hammes673,,,38004446,,,8532,"7a84ad9f-3182-3264-8f75-023b3097133e",GENERAL PRACTICE,38004446,F,8532
303,Thanh759 Weber641,,,38004446,,,8507,f3448830-4319-34f8-b2b8-a7d2bc83b1dd,GENERAL PRACTICE,38004446,M,8507
304,Trinidad33 King743,,,38004446,,,8507,"9d07f10a-da09-3ec5-a08e-074d49cacd50",GENERAL PRACTICE,38004446,M,8507
305,Owen89 Boehm581,,,38004446,,,8507,"49c1ebea-cc5b-37c3-b5f4-0390030a4924",GENERAL PRACTICE,38004446,M,8507
