Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
87db62f0-eb75-8701-b33f-0121edc68e2d,1994-02-16,,999-29-4490,S99928742,X64501740X,Mrs.,Hsiu839,,Johnson679,,Considine820,M,black,nonhispanic,F,Savannah  Georgia  US,648 Dicki Wynd Apt 50,Sandy Springs,Georgia,Fulton County,13135,30092,33.9446757602875,-84.3357403389168,100873.10,819276.69,33961
295e9ddf-221f-4f01-35e5-2b4ee9defa86,1979-12-26,,999-80-7002,S99969015,X51009860X,Mrs.,Tanja584,Edelmira985,Ledner144,,Muller251,M,white,nonhispanic,F,Sandy Springs  Georgia  US,309 Zieme Viaduct,Georgetown,Georgia,Chatham County,13239,39854,31.878760989321272,-85.0176517046812,290189.52,794322.09,136702
874a51d1-dc89-b187-7d31-d71ddd9ee21d,2015-10-17,,999-83-3485,,,,Karan473,,Brekke496,,,,white,nonhispanic,F,Columbus  Georgia  US,747 Labadie Orchard,Pooler,Georgia,Chatham County,13051,31302,32.07590180602144,-81.39046283972591,9537.06,32594.33,53741
c46a96b5-fc07-6b15-a381-e7c1e9028219,2007-12-29,,999-32-5945,S99937161,,,Tyron580,Clyde817,Harvey63,,,,white,nonhispanic,M,Statesboro  Georgia  US,107 O'Kon Divide Unit 26,Dahlonega,Georgia,Lumpkin County,13187,30533,34.515676588471436,-84.05371881144842,5896.00,676132.85,9067
c6530949-82b4-a818-6c29-dafda56bba5b,1948-07-26,2003-09-07,999-67-7339,S99940369,X31703012X,Mr.,Doyle959,Len277,Ruecker817,,,M,black,nonhispanic,M,Augusta  Georgia  US,347 Morissette Grove,Tifton,Georgia,Tift County,13277,31794,31.440064592082347,-83.49666565988508,157520.37,2706640.63,145359
e0dd403e-22d9-b3bc-00e8-933cddae3cc3,1971-09-25,,999-93-2327,S99951024,X32788284X,Mr.,Neil122,,Kemmer137,,,M,asian,nonhispanic,M,Savannah  Georgia  US,440 Cruickshank Street,Atlanta,Georgia,Fulton County,13121,30313,33.740161003869886,-84.31851528751723,351218.93,65433.79,55719
454e1152-b23b-b82b-1e88-750b8ec9d615,1963-01-09,,999-30-9286,S99916449,X29419731X,Mr.,Rudolph554,,Torphy630,,,M,white,nonhispanic,M,Macon-Bibb County  Georgia  US,897 Dare Row Apt 7,Columbus,Georgia,Muscogee County,13053,31905,32.59458031041272,-84.7421011385812,281682.33,525291.35,26468
75d64abd-b12c-8f5c-96cd-fb9a7ff3cc51,1947-02-03,,999-59-3438,S99981703,X3362424X,Ms.,Norma469,Graciela518,Jaramillo133,,,S,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,921 Quigley Vale,Baldwin,Georgia,Habersham County,13011,30511,34.51453478726562,-83.6157671080978,277044.51,1489339.99,14091
3ba8fdc4-738c-b823-6fb0-887d3d83a247,1967-01-26,,999-42-8858,S99946580,X2029011X,Ms.,Deborah357,Nichol11,Reichel38,,,S,white,nonhispanic,F,Grovetown  Georgia  US,941 Beier Boulevard Apt 75,Marietta,Georgia,Cobb County,13067,30064,33.896309412902745,-84.60651462737692,171562.43,496839.64,24959
a1f14fa3-a00a-067d-bae8-806d4dcebf2e,1987-12-22,,999-45-2458,S99975220,X51719004X,Mrs.,Emelina469,Pinkie318,Kshlerin58,,Lakin515,M,white,nonhispanic,F,Atlanta  Georgia  US,594 Bins Route,Atlanta,Georgia,Fulton County,13121,30312,33.74769847740163,-84.38460481002718,86354.97,130958.88,147014
124be943-e26c-9b7b-ea4d-676e7db310c0,1953-01-24,,999-99-3927,S99976356,X58985237X,Mrs.,Usha71,Despina962,Crooks415,,VonRueden376,D,white,nonhispanic,F,Lakeview Estates  Georgia  US,944 Wyman Row Suite 56,Douglasville,Georgia,Douglas County,13067,30168,33.70833603094241,-84.7611380561883,1199442.62,333546.78,81220
e49e65cd-545b-10c4-b014-4f93cd004a08,1970-04-07,,999-39-4590,S99999922,X86800628X,Mr.,Man114,Tory770,Tillman293,,,D,white,nonhispanic,M,Auburn  Georgia  US,470 Block Dale,Resaca,Georgia,Gordon County,13129,30701,34.58565993249881,-84.91565748824645,745785.82,60704.53,257
009624fb-1571-0b4b-49a8-7054720cc4ca,2021-03-26,,999-73-3984,,,,Aleisha941,,Stoltenberg489,,,,white,nonhispanic,F,Albany  Georgia  US,446 McKenzie Wynd Apt 39,Peachtree City,Georgia,Fayette County,13113,30214,33.22544499346513,-84.61685858861931,16924.05,44797.50,36450
502fb233-09ea-006e-5698-5e79bd586082,1979-06-15,,999-12-6339,S99957691,X32879146X,Mr.,Emmett200,Scottie437,Renner328,,,M,white,nonhispanic,M,Macon-Bibb County  Georgia  US,1095 Schumm Stravenue Apt 57,Savannah,Georgia,Chatham County,13051,31409,32.12330307606996,-81.342824430151,138343.55,58456.00,29056
71431890-3d77-54cd-4a16-6bdd65cd07f5,1996-08-30,,999-34-8415,S99915792,X71999915X,Mr.,Fernando603,Burl285,O'Connell601,,,M,white,nonhispanic,M,Fort Valley  Georgia  US,1037 Mosciski Underpass Apt 34,Dalton,Georgia,Whitfield County,13313,30740,34.83931075012629,-85.02371536411158,42659.11,43809.18,33576
2e804168-134f-6eba-780d-0c7abfc461a4,1996-12-05,2001-06-05,999-51-6621,,,,Maisie206,Nannie905,Goodwin327,,,,white,nonhispanic,F,Kennesaw  Georgia  US,643 Mertz Manor Suite 67,Lula,Georgia,Hall County,13137,30510,34.403529966122726,-83.6166015342917,24012.09,324003.11,10986
f39c1946-3c5a-48d9-dc7b-9080ae697972,2008-09-21,,999-41-7053,,,,Mariela993,Consuelo468,Hoppe518,,,,white,nonhispanic,F,Macon-Bibb County  Georgia  US,982 Hahn Street,Augusta,Georgia,Richmond County,,00000,33.40198583638642,-81.9939480274801,27539.91,0.00,80230
d7cf1391-d26a-737a-2ae7-a21c39976d8c,1921-02-18,,999-48-8843,S99921226,X72779107X,Mr.,Lynwood354,Quentin28,MacGyver246,,,S,white,nonhispanic,M,Stockbridge  Georgia  US,335 Wilderman Terrace,Milledgeville,Georgia,Baldwin County,13009,31061,33.099253290293916,-83.31653821393762,110073.12,253908.30,21482
f3bd60a4-7659-9387-2abe-1757107dfabe,1977-12-13,,999-59-4176,S99990313,X25401864X,Mrs.,Brigette230,Robbin22,Herzog843,,Flatley871,M,white,nonhispanic,F,Columbus  Georgia  US,172 Turner Skyway,McDonough,Georgia,Henry County,13151,30253,33.49493614294157,-84.04725265231595,189637.69,159008.95,27935
10b8f44a-bf54-3a14-5ce0-532e536e601c,2001-01-04,,999-64-8204,S99969455,X63705988X,Ms.,Latricia419,,Jacobs452,,,,black,nonhispanic,F,Atlanta  Georgia  US,471 Zboncak Vista Suite 23,Columbus,Georgia,Muscogee County,13215,31903,32.54877075209765,-84.57953978961937,10482.86,303022.43,15880
8bad0dbf-6751-3606-4b3a-868860fd886d,1983-05-17,,999-90-3844,S99991544,X16075366X,Mrs.,Bettina657,Eulalia351,McCullough561,,Miller503,M,white,nonhispanic,F,Peachtree Corners  Georgia  US,571 Jakubowski Grove,East Point,Georgia,Fulton County,13121,30315,33.58992959561865,-84.4892952291625,207007.10,202069.91,58030
8445c810-f274-5248-0403-ffbd1876e4ec,1996-12-05,,999-70-2907,S99921337,X73647639X,Ms.,Ricki338,,Rohan584,,,,white,nonhispanic,F,Atlanta  Georgia  US,209 Abernathy Branch Suite 33,Lula,Georgia,Hall County,13137,30510,34.41600552941036,-83.64534250251951,55216.16,352299.45,10986
bafa7ef7-8e04-76f4-ce2a-ed63327777da,1991-04-16,,999-44-9593,S99955627,X32600167X,Ms.,Miki234,Chrissy459,Mertz280,,,S,white,nonhispanic,F,Cusseta-Chattahoochee County unified government  Georgia  US,247 Kilback Mill,Mableton,Georgia,Cobb County,13067,30126,33.84944492347868,-84.53845140354635,143415.18,311405.98,18860
b0adadaa-8538-23dc-f3dd-f278a760a3ac,2002-07-30,,999-44-9923,S99972257,X23396093X,Mr.,Valentine262,Burton124,Weber641,,,,asian,nonhispanic,M,Osaka  Osaka  JP,994 Lang Spur Suite 30,Augusta,Georgia,Richmond County,,00000,33.407240843320004,-82.00919559955257,54433.64,0.00,36054
c841e71f-1403-5f11-a6b6-55667520891f,1948-07-26,,999-90-7465,S99927055,X41846517X,Mr.,Simon598,Reid278,Ward668,,,M,black,nonhispanic,M,Columbus  Georgia  US,1093 Funk Flat,Tifton,Georgia,Tift County,13277,31793,31.46754761293653,-83.41287215398481,68193.75,964751.01,145359
ed7df999-941e-e20f-2bdf-fe5afd9bba8b,2005-11-20,,999-66-8463,S99929900,,Ms.,Linsey338,Olive251,Gottlieb798,,,,white,nonhispanic,F,Acworth  Georgia  US,610 Jakubowski Harbor Apt 59,North Decatur,Georgia,DeKalb County,,00000,33.82305385030427,-84.29882193020269,33600.46,15086.06,63574
eca66145-bb90-ddcb-527e-e4942808866e,1994-01-08,,999-83-4058,S99933203,X15863072X,Mrs.,Carri827,Alisa860,Dibbert990,,Nikolaus26,M,asian,nonhispanic,F,Brunswick  Georgia  US,486 Quitzon Neck,Mableton,Georgia,Cobb County,13067,30126,33.859746216877554,-84.58218522120887,81555.69,663202.38,24328
88c71e3b-75b6-34e1-6426-4585a5072549,1964-11-25,,999-14-7838,S99952757,X85748133X,Mrs.,Ayana300,Kandace783,Morar593,,Swaniawski813,M,white,nonhispanic,F,Georgetown  Georgia  US,322 Lemke Stravenue,Cordele,Georgia,Crisp County,13081,31015,31.93045052908172,-83.75154572933184,168089.25,1021608.23,22307
3f10cf9d-0c51-31ba-6c3d-8e5797d0dddf,1988-03-14,,999-57-9850,S99911690,X24183900X,Mr.,Shayne60,Rodrigo242,Stracke611,,,M,white,nonhispanic,M,Hiram  Georgia  US,815 Keebler Lane,Lake City,Georgia,Clayton County,13063,30297,33.55889395505499,-84.32814058621231,56012.39,17076.13,147545
9bd2da19-8ae6-4731-6422-ed8d076c7e72,2017-12-30,,999-80-5966,,,,Shannon293,Sherwood961,Spencer878,,,,black,nonhispanic,M,Sandy Springs  Georgia  US,486 Harvey Union,Alpharetta,Georgia,Fulton County,13121,30005,34.10378999060305,-84.2663563634333,18585.72,458.44,408016
a21b9125-fdb4-bc36-5e75-5d90e8adde24,1976-09-18,,999-15-4444,S99914694,X38282225X,Mr.,August363,Bryan958,Witting912,,,M,black,nonhispanic,M,Macon-Bibb County  Georgia  US,391 O'Keefe Trafficway,Marietta,Georgia,Cobb County,13067,30067,33.927439359370666,-84.58769958969117,57788.72,0.00,68579
115fd567-f5f1-a644-c424-51a97a4b20bf,1943-04-20,,999-57-5966,S99968789,X50650665X,Mrs.,Marina546,,Bergnaum523,,Bauch723,M,black,nonhispanic,F,Columbus  Georgia  US,209 Crooks Passage,Sandy Springs,Georgia,Fulton County,13089,30338,33.958357243763864,-84.34004826753494,970276.00,127478.73,78529
55952ff7-20e9-6053-247a-cdc11bfee32b,2007-05-16,,999-79-8106,S99981076,,,Charlena802,,Marvin195,,,,white,nonhispanic,F,Odum  Georgia  US,641 Hackett Trail,Belvedere Park,Georgia,DeKalb County,,00000,33.70087528961549,-84.29380616241691,31676.22,0.00,148113
4b8d18c7-a100-17a0-4a9a-548fbb5a2dd4,2014-02-10,,999-63-2060,,,,Kelly223,Janet238,Rath779,,,,black,hispanic,F,Warner Robins  Georgia  US,313 Smith Way Suite 74,Roswell,Georgia,Fulton County,13121,30004,34.02400461309485,-84.2860467409783,13823.78,9190.70,168433
9a7bb29d-fe44-e556-5d20-d7317e36ca9c,2003-05-21,,999-54-5417,S99959771,X86159040X,Mr.,Olen518,Lazaro919,Shanahan202,,,,white,nonhispanic,M,Atlanta  Georgia  US,697 Marks Bypass Unit 71,Atlanta,Georgia,Fulton County,13089,30032,33.7537752012081,-84.30767022222284,34655.86,2261.84,176559
3298d0c1-eb48-d7c1-4a5a-31258bdcf5ea,2007-12-05,,999-73-7987,S99942411,,,Lucy743,,Jones311,,,,black,nonhispanic,F,Johns Creek  Georgia  US,721 Mann Vista Unit 46,Columbus,Georgia,Muscogee County,13215,31820,32.494936359560825,-84.93357789256875,3794.49,80538.40,23160
dffa6a8c-c79a-bf68-acbd-db8152c12348,1984-06-18,,999-10-2311,S99971737,X13948170X,Mr.,Jerrold404,Eddy900,Dicki44,,,S,white,nonhispanic,M,Warner Robins  Georgia  US,818 Gerhold Trafficway Apt 73,Covington,Georgia,Newton County,13217,30014,33.650953242543096,-83.84984000074729,33478.24,28246.13,7801
6c4a6912-13e1-ef52-110d-9719f2cd6d9f,1923-02-28,1984-02-06,999-84-7582,S99996138,X82400447X,Mr.,Tyrone215,Darrin898,Crist667,,,S,white,nonhispanic,M,Atlanta  Georgia  US,848 Hammes Brook Apt 64,Wilmington Island,Georgia,Chatham County,,00000,32.046500266524596,-80.95363213032432,141544.93,414678.87,20128
5247ebe5-6099-f76f-6f9d-f7c4883521a9,1923-02-28,1994-04-04,999-61-5802,S99931284,X49263139X,Mr.,Ronald408,Lorenzo669,Ritchie586,,,M,white,nonhispanic,M,Columbus  Georgia  US,1092 Fisher Annex,Wilmington Island,Georgia,Chatham County,,00000,32.01289180485062,-80.95150096808287,594640.25,1906923.45,20128
ffe1f19c-4466-59e9-e955-a2205073eb5f,1923-02-28,1987-09-28,999-29-7532,S99912323,X77010482X,Mr.,Kareem959,Brock407,Treutel973,,,S,white,nonhispanic,M,Augusta  Georgia  US,934 Weber Bay Unit 5,Wilmington Island,Georgia,Chatham County,,00000,32.04430823938455,-80.93610673858238,81811.82,79476.79,20128
20695dfb-f024-0e77-e00c-8856f4282d67,1923-02-28,,999-30-5978,S99949366,X10402358X,Mr.,Hubert238,Renaldo199,Pfeffer420,,,M,white,nonhispanic,M,Savannah  Georgia  US,154 Price Throughway Unit 90,Wilmington Island,Georgia,Chatham County,,00000,32.03168517183311,-81.01705081906657,127581.29,238385.69,20128
